"","pp_no","condition","bin","bin_no","trial","muscle","rms"
"1243","pp4","stimtype2","bin_5",5,"trial1","brow",7.0908
"1244","pp4","stimtype2","bin_5",5,"trial1","cheek",3.8552
"1245","pp4","stimtype2","bin_6",6,"trial1","brow",5.8764
"1246","pp4","stimtype2","bin_6",6,"trial1","cheek",4.1421
"1247","pp4","stimtype2","bin_7",7,"trial1","brow",7.4592
"1248","pp4","stimtype2","bin_7",7,"trial1","cheek",3.7061
"1249","pp4","stimtype2","bin_8",8,"trial1","brow",9.9838
"1250","pp4","stimtype2","bin_8",8,"trial1","cheek",3.7842
"1251","pp4","stimtype2","bin_9",9,"trial1","brow",7.9749
"1252","pp4","stimtype2","bin_9",9,"trial1","cheek",3.6007
"1253","pp4","stimtype2","bin_10",10,"trial1","brow",6.822
"1254","pp4","stimtype2","bin_10",10,"trial1","cheek",2.9642
"1255","pp4","stimtype2","bin_0",0,"trial2","brow",8.542
"1256","pp4","stimtype2","bin_0",0,"trial2","cheek",3.8689
"1257","pp4","stimtype2","bin_1",1,"trial2","brow",7.2168
"1258","pp4","stimtype2","bin_1",1,"trial2","cheek",3.0526
"1259","pp4","stimtype2","bin_2",2,"trial2","brow",8.17
"1260","pp4","stimtype2","bin_2",2,"trial2","cheek",3.5926
"1261","pp4","stimtype2","bin_3",3,"trial2","brow",8.7796
"1262","pp4","stimtype2","bin_3",3,"trial2","cheek",3.4072
"1263","pp4","stimtype2","bin_4",4,"trial2","brow",9.5909
"1264","pp4","stimtype2","bin_4",4,"trial2","cheek",4.5038
"1265","pp4","stimtype2","bin_5",5,"trial2","brow",6.4953
"1266","pp4","stimtype2","bin_5",5,"trial2","cheek",3.9668
"1267","pp4","stimtype2","bin_6",6,"trial2","brow",8.4749
"1268","pp4","stimtype2","bin_6",6,"trial2","cheek",3.7176
"1269","pp4","stimtype2","bin_7",7,"trial2","brow",6.7735
"1270","pp4","stimtype2","bin_7",7,"trial2","cheek",3.7793
"1271","pp4","stimtype2","bin_8",8,"trial2","brow",6.968
"1272","pp4","stimtype2","bin_8",8,"trial2","cheek",3.6189
"1273","pp4","stimtype2","bin_9",9,"trial2","brow",7.1514
"1274","pp4","stimtype2","bin_9",9,"trial2","cheek",3.1454
"1275","pp4","stimtype2","bin_10",10,"trial2","brow",6.5792
"1276","pp4","stimtype2","bin_10",10,"trial2","cheek",3.0433
"1277","pp4","stimtype2","bin_0",0,"trial3","brow",8.5845
"1278","pp4","stimtype2","bin_0",0,"trial3","cheek",3.6588
"1279","pp4","stimtype2","bin_1",1,"trial3","brow",6.6139
"1280","pp4","stimtype2","bin_1",1,"trial3","cheek",3.8627
"1281","pp4","stimtype2","bin_2",2,"trial3","brow",8.5207
"1282","pp4","stimtype2","bin_2",2,"trial3","cheek",3.5338
"1283","pp4","stimtype2","bin_3",3,"trial3","brow",5.9221
"1284","pp4","stimtype2","bin_3",3,"trial3","cheek",4.2012
"1285","pp4","stimtype2","bin_4",4,"trial3","brow",7.0314
"1286","pp4","stimtype2","bin_4",4,"trial3","cheek",3.5991
"1287","pp4","stimtype2","bin_5",5,"trial3","brow",7.71
"1288","pp4","stimtype2","bin_5",5,"trial3","cheek",3.8548
"1289","pp4","stimtype2","bin_6",6,"trial3","brow",10.0768
"1290","pp4","stimtype2","bin_6",6,"trial3","cheek",3.2914
"1291","pp4","stimtype2","bin_7",7,"trial3","brow",7.876
"1292","pp4","stimtype2","bin_7",7,"trial3","cheek",3.6959
"1293","pp4","stimtype2","bin_8",8,"trial3","brow",5.6187
"1294","pp4","stimtype2","bin_8",8,"trial3","cheek",3.6791
"1295","pp4","stimtype2","bin_9",9,"trial3","brow",6.7572
"1296","pp4","stimtype2","bin_9",9,"trial3","cheek",4.008
"1297","pp4","stimtype2","bin_10",10,"trial3","brow",7.1331
"1298","pp4","stimtype2","bin_10",10,"trial3","cheek",3.6572
"1299","pp4","stimtype2","bin_0",0,"trial4","brow",9.6735
"1300","pp4","stimtype2","bin_0",0,"trial4","cheek",3.8751
"1301","pp4","stimtype2","bin_1",1,"trial4","brow",10.0345
"1302","pp4","stimtype2","bin_1",1,"trial4","cheek",3.7385
"1303","pp4","stimtype2","bin_2",2,"trial4","brow",9.9615
"1304","pp4","stimtype2","bin_2",2,"trial4","cheek",3.1168
"1305","pp4","stimtype2","bin_3",3,"trial4","brow",8.629
"1306","pp4","stimtype2","bin_3",3,"trial4","cheek",3.668
"1307","pp4","stimtype2","bin_4",4,"trial4","brow",9.2977
"1308","pp4","stimtype2","bin_4",4,"trial4","cheek",3.3075
"1309","pp4","stimtype2","bin_5",5,"trial4","brow",9.0288
"1310","pp4","stimtype2","bin_5",5,"trial4","cheek",3.4232
"1311","pp4","stimtype2","bin_6",6,"trial4","brow",7.0186
"1312","pp4","stimtype2","bin_6",6,"trial4","cheek",3.9818
"1313","pp4","stimtype2","bin_7",7,"trial4","brow",8.0106
"1314","pp4","stimtype2","bin_7",7,"trial4","cheek",3.7133
"1315","pp4","stimtype2","bin_8",8,"trial4","brow",8.226
"1316","pp4","stimtype2","bin_8",8,"trial4","cheek",3.3298
"1317","pp4","stimtype2","bin_9",9,"trial4","brow",7.9556
"1318","pp4","stimtype2","bin_9",9,"trial4","cheek",3.8161
"1319","pp4","stimtype2","bin_10",10,"trial4","brow",9.7685
"1320","pp4","stimtype2","bin_10",10,"trial4","cheek",3.4948
"1321","pp4","stimtype2","bin_0",0,"trial5","brow",7.733
"1322","pp4","stimtype2","bin_0",0,"trial5","cheek",3.4934
"1323","pp4","stimtype2","bin_1",1,"trial5","brow",7.9668
"1324","pp4","stimtype2","bin_1",1,"trial5","cheek",3.7893
"1325","pp4","stimtype2","bin_2",2,"trial5","brow",9.3947
"1326","pp4","stimtype2","bin_2",2,"trial5","cheek",3.5933
"1327","pp4","stimtype2","bin_3",3,"trial5","brow",7.8426
"1328","pp4","stimtype2","bin_3",3,"trial5","cheek",3.5158
"1329","pp4","stimtype2","bin_4",4,"trial5","brow",6.8877
"1330","pp4","stimtype2","bin_4",4,"trial5","cheek",3.313
"1331","pp4","stimtype2","bin_5",5,"trial5","brow",8.3647
"1332","pp4","stimtype2","bin_5",5,"trial5","cheek",3.2203
"1333","pp4","stimtype2","bin_6",6,"trial5","brow",9.3982
"1334","pp4","stimtype2","bin_6",6,"trial5","cheek",3.4476
"1335","pp4","stimtype2","bin_7",7,"trial5","brow",8.215
"1336","pp4","stimtype2","bin_7",7,"trial5","cheek",3.656
"1337","pp4","stimtype2","bin_8",8,"trial5","brow",7.1173
"1338","pp4","stimtype2","bin_8",8,"trial5","cheek",3.3768
"1339","pp4","stimtype2","bin_9",9,"trial5","brow",7.3733
"1340","pp4","stimtype2","bin_9",9,"trial5","cheek",3.6673
"1341","pp4","stimtype2","bin_10",10,"trial5","brow",8.6259
"1342","pp4","stimtype2","bin_10",10,"trial5","cheek",3.5099
"1343","pp4","stimtype2","bin_0",0,"trial6","brow",8.4875
"1344","pp4","stimtype2","bin_0",0,"trial6","cheek",3.6787
"1345","pp4","stimtype2","bin_1",1,"trial6","brow",10.1797
"1346","pp4","stimtype2","bin_1",1,"trial6","cheek",4.0681
"1347","pp4","stimtype2","bin_2",2,"trial6","brow",8.7082
"1348","pp4","stimtype2","bin_2",2,"trial6","cheek",3.3275
"1349","pp4","stimtype2","bin_3",3,"trial6","brow",9.1532
"1350","pp4","stimtype2","bin_3",3,"trial6","cheek",3.148
"1351","pp4","stimtype2","bin_4",4,"trial6","brow",8.544
"1352","pp4","stimtype2","bin_4",4,"trial6","cheek",3.4114
"1353","pp4","stimtype2","bin_5",5,"trial6","brow",7.097
"1354","pp4","stimtype2","bin_5",5,"trial6","cheek",3.3173
"1355","pp4","stimtype2","bin_6",6,"trial6","brow",10.7806
"1356","pp4","stimtype2","bin_6",6,"trial6","cheek",3.4077
"1357","pp4","stimtype2","bin_7",7,"trial6","brow",8.1917
"1358","pp4","stimtype2","bin_7",7,"trial6","cheek",3.4781
"1359","pp4","stimtype2","bin_8",8,"trial6","brow",7.4471
"1360","pp4","stimtype2","bin_8",8,"trial6","cheek",4.198
"1361","pp4","stimtype2","bin_9",9,"trial6","brow",8.552
"1362","pp4","stimtype2","bin_9",9,"trial6","cheek",3.461
"1363","pp4","stimtype2","bin_10",10,"trial6","brow",8.011
"1364","pp4","stimtype2","bin_10",10,"trial6","cheek",4.0199
"1365","pp4","stimtype2","bin_0",0,"trial7","brow",10.0016
"1366","pp4","stimtype2","bin_0",0,"trial7","cheek",4.2836
"1367","pp4","stimtype2","bin_1",1,"trial7","brow",9.1932
"1368","pp4","stimtype2","bin_1",1,"trial7","cheek",3.7276
"1369","pp4","stimtype2","bin_2",2,"trial7","brow",8.6406
"1370","pp4","stimtype2","bin_2",2,"trial7","cheek",3.8106
"1371","pp4","stimtype2","bin_3",3,"trial7","brow",8.776
"1372","pp4","stimtype2","bin_3",3,"trial7","cheek",3.4383
"1373","pp4","stimtype2","bin_4",4,"trial7","brow",12.3092
"1374","pp4","stimtype2","bin_4",4,"trial7","cheek",3.7642
"1375","pp4","stimtype2","bin_5",5,"trial7","brow",10.7496
"1376","pp4","stimtype2","bin_5",5,"trial7","cheek",3.6376
"1377","pp4","stimtype2","bin_6",6,"trial7","brow",8.2295
"1378","pp4","stimtype2","bin_6",6,"trial7","cheek",3.9004
"1379","pp4","stimtype2","bin_7",7,"trial7","brow",8.047
"1380","pp4","stimtype2","bin_7",7,"trial7","cheek",3.301
"1381","pp4","stimtype2","bin_8",8,"trial7","brow",8.2898
"1382","pp4","stimtype2","bin_8",8,"trial7","cheek",3.6182
"1383","pp4","stimtype2","bin_9",9,"trial7","brow",9.2906
"1384","pp4","stimtype2","bin_9",9,"trial7","cheek",3.802
"1385","pp4","stimtype2","bin_10",10,"trial7","brow",9.0983
"1386","pp4","stimtype2","bin_10",10,"trial7","cheek",3.9482
"1387","pp4","stimtype2","bin_0",0,"trial8","brow",9.2585
"1388","pp4","stimtype2","bin_0",0,"trial8","cheek",3.9545
"1389","pp4","stimtype2","bin_1",1,"trial8","brow",5.9595
"1390","pp4","stimtype2","bin_1",1,"trial8","cheek",4.3249
"1391","pp4","stimtype2","bin_2",2,"trial8","brow",10.2717
"1392","pp4","stimtype2","bin_2",2,"trial8","cheek",3.7366
"1393","pp4","stimtype2","bin_3",3,"trial8","brow",9.4724
"1394","pp4","stimtype2","bin_3",3,"trial8","cheek",3.7545
"1395","pp4","stimtype2","bin_4",4,"trial8","brow",7.5626
"1396","pp4","stimtype2","bin_4",4,"trial8","cheek",3.8648
"1397","pp4","stimtype2","bin_5",5,"trial8","brow",7.2162
"1398","pp4","stimtype2","bin_5",5,"trial8","cheek",3.8312
"1399","pp4","stimtype2","bin_6",6,"trial8","brow",7.6121
"1400","pp4","stimtype2","bin_6",6,"trial8","cheek",4.5635
"1401","pp4","stimtype2","bin_7",7,"trial8","brow",8.8471
"1402","pp4","stimtype2","bin_7",7,"trial8","cheek",4.0413
"1403","pp4","stimtype2","bin_8",8,"trial8","brow",6.7961
"1404","pp4","stimtype2","bin_8",8,"trial8","cheek",3.9662
"1405","pp4","stimtype2","bin_9",9,"trial8","brow",5.6868
"1406","pp4","stimtype2","bin_9",9,"trial8","cheek",3.3818
"1407","pp4","stimtype2","bin_10",10,"trial8","brow",5.4857
"1408","pp4","stimtype2","bin_10",10,"trial8","cheek",3.2915
"1409","pp5","stimtype1","bin_0",0,"trial1","brow",9.0759
"1410","pp5","stimtype1","bin_0",0,"trial1","cheek",8.8822
"1411","pp5","stimtype1","bin_1",1,"trial1","brow",8.6964
"1412","pp5","stimtype1","bin_1",1,"trial1","cheek",4.8965
"1413","pp5","stimtype1","bin_2",2,"trial1","brow",7.7219
"1414","pp5","stimtype1","bin_2",2,"trial1","cheek",4.4112
"1415","pp5","stimtype1","bin_3",3,"trial1","brow",10.877
"1416","pp5","stimtype1","bin_3",3,"trial1","cheek",3.5356
"1417","pp5","stimtype1","bin_4",4,"trial1","brow",7.3387
"1418","pp5","stimtype1","bin_4",4,"trial1","cheek",5.0591
"1419","pp5","stimtype1","bin_5",5,"trial1","brow",8.2827
"1420","pp5","stimtype1","bin_5",5,"trial1","cheek",6.2562
"1421","pp5","stimtype1","bin_6",6,"trial1","brow",7.8461
"1422","pp5","stimtype1","bin_6",6,"trial1","cheek",4.9214
"1423","pp5","stimtype1","bin_7",7,"trial1","brow",8.5836
"1424","pp5","stimtype1","bin_7",7,"trial1","cheek",5.1367
"1425","pp5","stimtype1","bin_8",8,"trial1","brow",14.1394
"1426","pp5","stimtype1","bin_8",8,"trial1","cheek",3.4492
"1427","pp5","stimtype1","bin_9",9,"trial1","brow",28.2471
"1428","pp5","stimtype1","bin_9",9,"trial1","cheek",3.4284
"1429","pp5","stimtype1","bin_10",10,"trial1","brow",25.0747
"1430","pp5","stimtype1","bin_10",10,"trial1","cheek",4.3526
"1431","pp5","stimtype1","bin_0",0,"trial2","brow",9.7528
"1432","pp5","stimtype1","bin_0",0,"trial2","cheek",4.7609
"1433","pp5","stimtype1","bin_1",1,"trial2","brow",9.2662
"1434","pp5","stimtype1","bin_1",1,"trial2","cheek",5.2267
"1435","pp5","stimtype1","bin_2",2,"trial2","brow",8.9009
"1436","pp5","stimtype1","bin_2",2,"trial2","cheek",4.7283
"1437","pp5","stimtype1","bin_3",3,"trial2","brow",8.9896
"1438","pp5","stimtype1","bin_3",3,"trial2","cheek",6.4122
"1439","pp5","stimtype1","bin_4",4,"trial2","brow",8.4543
"1440","pp5","stimtype1","bin_4",4,"trial2","cheek",7.5586
"1441","pp5","stimtype1","bin_5",5,"trial2","brow",5.8219
"1442","pp5","stimtype1","bin_5",5,"trial2","cheek",6.2997
"1443","pp5","stimtype1","bin_6",6,"trial2","brow",7.9138
"1444","pp5","stimtype1","bin_6",6,"trial2","cheek",2.8432
"1445","pp5","stimtype1","bin_7",7,"trial2","brow",15.3946
"1446","pp5","stimtype1","bin_7",7,"trial2","cheek",3.2004
"1447","pp5","stimtype1","bin_8",8,"trial2","brow",9.3573
"1448","pp5","stimtype1","bin_8",8,"trial2","cheek",3.2438
"1449","pp5","stimtype1","bin_9",9,"trial2","brow",10.7523
"1450","pp5","stimtype1","bin_9",9,"trial2","cheek",2.9007
"1451","pp5","stimtype1","bin_10",10,"trial2","brow",8.0706
"1452","pp5","stimtype1","bin_10",10,"trial2","cheek",3.944
"1453","pp5","stimtype1","bin_0",0,"trial3","brow",10.5718
"1454","pp5","stimtype1","bin_0",0,"trial3","cheek",4.0891
"1455","pp5","stimtype1","bin_1",1,"trial3","brow",10.9471
"1456","pp5","stimtype1","bin_1",1,"trial3","cheek",7.8686
"1457","pp5","stimtype1","bin_2",2,"trial3","brow",10.6221
"1458","pp5","stimtype1","bin_2",2,"trial3","cheek",4.96
"1459","pp5","stimtype1","bin_3",3,"trial3","brow",10.949
"1460","pp5","stimtype1","bin_3",3,"trial3","cheek",3.4465
"1461","pp5","stimtype1","bin_4",4,"trial3","brow",10.6127
"1462","pp5","stimtype1","bin_4",4,"trial3","cheek",8.3341
"1463","pp5","stimtype1","bin_5",5,"trial3","brow",10.181
"1464","pp5","stimtype1","bin_5",5,"trial3","cheek",4.7205
"1465","pp5","stimtype1","bin_6",6,"trial3","brow",10.2619
"1466","pp5","stimtype1","bin_6",6,"trial3","cheek",3.1161
"1467","pp5","stimtype1","bin_7",7,"trial3","brow",10.8255
"1468","pp5","stimtype1","bin_7",7,"trial3","cheek",4.3433
"1469","pp5","stimtype1","bin_8",8,"trial3","brow",7.13
"1470","pp5","stimtype1","bin_8",8,"trial3","cheek",4.4341
"1471","pp5","stimtype1","bin_9",9,"trial3","brow",8.0924
"1472","pp5","stimtype1","bin_9",9,"trial3","cheek",3.8129
"1473","pp5","stimtype1","bin_10",10,"trial3","brow",10.5507
"1474","pp5","stimtype1","bin_10",10,"trial3","cheek",4.4346
"1475","pp5","stimtype1","bin_0",0,"trial4","brow",9.8691
"1476","pp5","stimtype1","bin_0",0,"trial4","cheek",6.4542
"1477","pp5","stimtype1","bin_1",1,"trial4","brow",6.8807
"1478","pp5","stimtype1","bin_1",1,"trial4","cheek",5.6123
"1479","pp5","stimtype1","bin_2",2,"trial4","brow",8.9396
"1480","pp5","stimtype1","bin_2",2,"trial4","cheek",7.8049
"1481","pp5","stimtype1","bin_3",3,"trial4","brow",13.832
"1482","pp5","stimtype1","bin_3",3,"trial4","cheek",4.7227
"1483","pp5","stimtype1","bin_4",4,"trial4","brow",16.3113
"1484","pp5","stimtype1","bin_4",4,"trial4","cheek",5.0859
"1485","pp5","stimtype1","bin_5",5,"trial4","brow",13.7315
"1486","pp5","stimtype1","bin_5",5,"trial4","cheek",5.3098
"1487","pp5","stimtype1","bin_6",6,"trial4","brow",19.147
"1488","pp5","stimtype1","bin_6",6,"trial4","cheek",7.5164
"1489","pp5","stimtype1","bin_7",7,"trial4","brow",20.9415
"1490","pp5","stimtype1","bin_7",7,"trial4","cheek",4.413
"1491","pp5","stimtype1","bin_8",8,"trial4","brow",26.1279
"1492","pp5","stimtype1","bin_8",8,"trial4","cheek",4.4092
"1493","pp5","stimtype1","bin_9",9,"trial4","brow",17.2333
"1494","pp5","stimtype1","bin_9",9,"trial4","cheek",4.0065
"1495","pp5","stimtype1","bin_10",10,"trial4","brow",20.305
"1496","pp5","stimtype1","bin_10",10,"trial4","cheek",7.1147
"1497","pp5","stimtype1","bin_0",0,"trial5","brow",9.9006
"1498","pp5","stimtype1","bin_0",0,"trial5","cheek",7.8683
"1499","pp5","stimtype1","bin_1",1,"trial5","brow",4.708
"1500","pp5","stimtype1","bin_1",1,"trial5","cheek",8.1903
"1501","pp5","stimtype1","bin_2",2,"trial5","brow",6.0734
"1502","pp5","stimtype1","bin_2",2,"trial5","cheek",7.5529
"1503","pp5","stimtype1","bin_3",3,"trial5","brow",8.5557
"1504","pp5","stimtype1","bin_3",3,"trial5","cheek",14.0596
"1505","pp5","stimtype1","bin_4",4,"trial5","brow",11.7965
"1506","pp5","stimtype1","bin_4",4,"trial5","cheek",6.5159
"1507","pp5","stimtype1","bin_5",5,"trial5","brow",6.867
"1508","pp5","stimtype1","bin_5",5,"trial5","cheek",3.0726
"1509","pp5","stimtype1","bin_6",6,"trial5","brow",8.8449
"1510","pp5","stimtype1","bin_6",6,"trial5","cheek",4.8132
"1511","pp5","stimtype1","bin_7",7,"trial5","brow",15.9489
"1512","pp5","stimtype1","bin_7",7,"trial5","cheek",5.4226
"1513","pp5","stimtype1","bin_8",8,"trial5","brow",13.3512
"1514","pp5","stimtype1","bin_8",8,"trial5","cheek",4.7912
"1515","pp5","stimtype1","bin_9",9,"trial5","brow",10.7838
"1516","pp5","stimtype1","bin_9",9,"trial5","cheek",4.9895
"1517","pp5","stimtype1","bin_10",10,"trial5","brow",10.7866
"1518","pp5","stimtype1","bin_10",10,"trial5","cheek",2.8233
"1519","pp5","stimtype1","bin_0",0,"trial6","brow",12.5981
"1520","pp5","stimtype1","bin_0",0,"trial6","cheek",3.2724
"1521","pp5","stimtype1","bin_1",1,"trial6","brow",11.2699
"1522","pp5","stimtype1","bin_1",1,"trial6","cheek",4.5598
"1523","pp5","stimtype1","bin_2",2,"trial6","brow",9.6813
"1524","pp5","stimtype1","bin_2",2,"trial6","cheek",4.5761
"1525","pp5","stimtype1","bin_3",3,"trial6","brow",11.6521
"1526","pp5","stimtype1","bin_3",3,"trial6","cheek",4.3802
"1527","pp5","stimtype1","bin_4",4,"trial6","brow",9.4703
"1528","pp5","stimtype1","bin_4",4,"trial6","cheek",4.6386
"1529","pp5","stimtype1","bin_5",5,"trial6","brow",10.0229
"1530","pp5","stimtype1","bin_5",5,"trial6","cheek",5.5656
"1531","pp5","stimtype1","bin_6",6,"trial6","brow",13.3305
"1532","pp5","stimtype1","bin_6",6,"trial6","cheek",12.8163
"1533","pp5","stimtype1","bin_7",7,"trial6","brow",9.1625
"1534","pp5","stimtype1","bin_7",7,"trial6","cheek",9.8284
"1535","pp5","stimtype1","bin_8",8,"trial6","brow",10.4234
"1536","pp5","stimtype1","bin_8",8,"trial6","cheek",3.9878
"1537","pp5","stimtype1","bin_9",9,"trial6","brow",11.356
"1538","pp5","stimtype1","bin_9",9,"trial6","cheek",23.3771
"1539","pp5","stimtype1","bin_10",10,"trial6","brow",13.0717
"1540","pp5","stimtype1","bin_10",10,"trial6","cheek",8.5879
"1541","pp5","stimtype1","bin_0",0,"trial7","brow",10.5815
"1542","pp5","stimtype1","bin_0",0,"trial7","cheek",5.0685
"1543","pp5","stimtype1","bin_1",1,"trial7","brow",11.5696
"1544","pp5","stimtype1","bin_1",1,"trial7","cheek",4.3266
"1545","pp5","stimtype1","bin_2",2,"trial7","brow",9.4432
"1546","pp5","stimtype1","bin_2",2,"trial7","cheek",4.1721
"1547","pp5","stimtype1","bin_3",3,"trial7","brow",11.9357
"1548","pp5","stimtype1","bin_3",3,"trial7","cheek",4.4314
"1549","pp5","stimtype1","bin_4",4,"trial7","brow",9.858
"1550","pp5","stimtype1","bin_4",4,"trial7","cheek",3.5502
"1551","pp5","stimtype1","bin_5",5,"trial7","brow",12.0127
"1552","pp5","stimtype1","bin_5",5,"trial7","cheek",6.2758
"1553","pp5","stimtype1","bin_6",6,"trial7","brow",12.1186
"1554","pp5","stimtype1","bin_6",6,"trial7","cheek",4.6017
"1555","pp5","stimtype1","bin_7",7,"trial7","brow",12.0046
"1556","pp5","stimtype1","bin_7",7,"trial7","cheek",4.0491
"1557","pp5","stimtype1","bin_8",8,"trial7","brow",11.3672
"1558","pp5","stimtype1","bin_8",8,"trial7","cheek",4.3537
"1559","pp5","stimtype1","bin_9",9,"trial7","brow",18.1686
"1560","pp5","stimtype1","bin_9",9,"trial7","cheek",2.4123
"1561","pp5","stimtype1","bin_10",10,"trial7","brow",8.8488
"1562","pp5","stimtype1","bin_10",10,"trial7","cheek",3.7058
"1563","pp5","stimtype1","bin_0",0,"trial8","brow",9.6956
"1564","pp5","stimtype1","bin_0",0,"trial8","cheek",5.4905
"1565","pp5","stimtype1","bin_1",1,"trial8","brow",11.1038
"1566","pp5","stimtype1","bin_1",1,"trial8","cheek",4.5091
"1567","pp5","stimtype1","bin_2",2,"trial8","brow",10.7819
"1568","pp5","stimtype1","bin_2",2,"trial8","cheek",4.0649
"1569","pp5","stimtype1","bin_3",3,"trial8","brow",10.4449
"1570","pp5","stimtype1","bin_3",3,"trial8","cheek",3.4586
"1571","pp5","stimtype1","bin_4",4,"trial8","brow",17.7962
"1572","pp5","stimtype1","bin_4",4,"trial8","cheek",4.5045
"1573","pp5","stimtype1","bin_5",5,"trial8","brow",7.7329
"1574","pp5","stimtype1","bin_5",5,"trial8","cheek",3.6301
"1575","pp5","stimtype1","bin_6",6,"trial8","brow",9.6539
"1576","pp5","stimtype1","bin_6",6,"trial8","cheek",3.3768
"1577","pp5","stimtype1","bin_7",7,"trial8","brow",9.6266
"1578","pp5","stimtype1","bin_7",7,"trial8","cheek",5.8432
"1579","pp5","stimtype1","bin_8",8,"trial8","brow",7.29
"1580","pp5","stimtype1","bin_8",8,"trial8","cheek",3.3719
"1581","pp5","stimtype1","bin_9",9,"trial8","brow",9.2552
"1582","pp5","stimtype1","bin_9",9,"trial8","cheek",3.5396
"1583","pp5","stimtype1","bin_10",10,"trial8","brow",9.4751
"1584","pp5","stimtype1","bin_10",10,"trial8","cheek",4.2793
"1585","pp5","stimtype2","bin_0",0,"trial1","brow",7.5495
"1586","pp5","stimtype2","bin_0",0,"trial1","cheek",4.6597
"1587","pp5","stimtype2","bin_1",1,"trial1","brow",8.1995
"1588","pp5","stimtype2","bin_1",1,"trial1","cheek",5.4751
"1589","pp5","stimtype2","bin_2",2,"trial1","brow",8.9278
"1590","pp5","stimtype2","bin_2",2,"trial1","cheek",3.1403
"1591","pp5","stimtype2","bin_3",3,"trial1","brow",12.1945
"1592","pp5","stimtype2","bin_3",3,"trial1","cheek",5.5812
"1593","pp5","stimtype2","bin_4",4,"trial1","brow",8.9206
"1594","pp5","stimtype2","bin_4",4,"trial1","cheek",12.609
"1595","pp5","stimtype2","bin_5",5,"trial1","brow",12.4814
"1596","pp5","stimtype2","bin_5",5,"trial1","cheek",9.89
"1597","pp5","stimtype2","bin_6",6,"trial1","brow",8.475
"1598","pp5","stimtype2","bin_6",6,"trial1","cheek",14.3167
"1599","pp5","stimtype2","bin_7",7,"trial1","brow",9.3334
"1600","pp5","stimtype2","bin_7",7,"trial1","cheek",12.6894
"1601","pp5","stimtype2","bin_8",8,"trial1","brow",13.0622
"1602","pp5","stimtype2","bin_8",8,"trial1","cheek",8.0919
"1603","pp5","stimtype2","bin_9",9,"trial1","brow",11.8561
"1604","pp5","stimtype2","bin_9",9,"trial1","cheek",10.0079
"1605","pp5","stimtype2","bin_10",10,"trial1","brow",8.612
"1606","pp5","stimtype2","bin_10",10,"trial1","cheek",12.8794
"1607","pp5","stimtype2","bin_0",0,"trial2","brow",8.3853
"1608","pp5","stimtype2","bin_0",0,"trial2","cheek",11.6948
"1609","pp5","stimtype2","bin_1",1,"trial2","brow",8.8189
"1610","pp5","stimtype2","bin_1",1,"trial2","cheek",7.9613
"1611","pp5","stimtype2","bin_2",2,"trial2","brow",8.9432
"1612","pp5","stimtype2","bin_2",2,"trial2","cheek",5.8332
"1613","pp5","stimtype2","bin_3",3,"trial2","brow",7.327
"1614","pp5","stimtype2","bin_3",3,"trial2","cheek",7.6839
"1615","pp5","stimtype2","bin_4",4,"trial2","brow",8.9446
"1616","pp5","stimtype2","bin_4",4,"trial2","cheek",7.1822
"1617","pp5","stimtype2","bin_5",5,"trial2","brow",8.9635
"1618","pp5","stimtype2","bin_5",5,"trial2","cheek",6.315
"1619","pp5","stimtype2","bin_6",6,"trial2","brow",8.7344
"1620","pp5","stimtype2","bin_6",6,"trial2","cheek",11.2689
"1621","pp5","stimtype2","bin_7",7,"trial2","brow",7.9923
"1622","pp5","stimtype2","bin_7",7,"trial2","cheek",4.6421
"1623","pp5","stimtype2","bin_8",8,"trial2","brow",8.6748
"1624","pp5","stimtype2","bin_8",8,"trial2","cheek",3.7573
"1625","pp5","stimtype2","bin_9",9,"trial2","brow",5.673
"1626","pp5","stimtype2","bin_9",9,"trial2","cheek",7.6963
"1627","pp5","stimtype2","bin_10",10,"trial2","brow",10.038
"1628","pp5","stimtype2","bin_10",10,"trial2","cheek",6.2455
"1629","pp5","stimtype2","bin_0",0,"trial3","brow",7.1583
"1630","pp5","stimtype2","bin_0",0,"trial3","cheek",5.1679
"1631","pp5","stimtype2","bin_1",1,"trial3","brow",6.8797
"1632","pp5","stimtype2","bin_1",1,"trial3","cheek",3.9148
"1633","pp5","stimtype2","bin_2",2,"trial3","brow",9.3269
"1634","pp5","stimtype2","bin_2",2,"trial3","cheek",8.0072
"1635","pp5","stimtype2","bin_3",3,"trial3","brow",8.0208
"1636","pp5","stimtype2","bin_3",3,"trial3","cheek",4.6087
"1637","pp5","stimtype2","bin_4",4,"trial3","brow",5.8337
"1638","pp5","stimtype2","bin_4",4,"trial3","cheek",4.1164
"1639","pp5","stimtype2","bin_5",5,"trial3","brow",9.3863
"1640","pp5","stimtype2","bin_5",5,"trial3","cheek",5.6904
"1641","pp5","stimtype2","bin_6",6,"trial3","brow",8.8804
"1642","pp5","stimtype2","bin_6",6,"trial3","cheek",4.4741
"1643","pp5","stimtype2","bin_7",7,"trial3","brow",7.2371
"1644","pp5","stimtype2","bin_7",7,"trial3","cheek",5.603
"1645","pp5","stimtype2","bin_8",8,"trial3","brow",7.9957
"1646","pp5","stimtype2","bin_8",8,"trial3","cheek",3.7198
"1647","pp5","stimtype2","bin_9",9,"trial3","brow",10.1774
"1648","pp5","stimtype2","bin_9",9,"trial3","cheek",4.0315
